"ind","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","Population","population"
"SIB",0.0301338,0.000174649,0.00853372,0.0303304,0.0173598,0.0111819,0.00502707,0.00373561,0.0156999,0.0136228,0.0319553,0.013286,0.00360587,-0.00473951,0.0163626,0.0467061,0.00150226,0.0114645,0.00895922,0.0180236,"SIB","SIB"
"SIB",0.0301729,-0.0038878,0.0144646,0.00801347,-0.00416622,0.0148085,0.0120936,0.000741694,0.000784431,0.00712628,0.0366322,0.0216632,0.0034579,0.00469633,0.0138666,0.0366701,-0.0320664,-0.00033927,0.0115054,0.00924775,"SIB","SIB"
"SIB",0.0307262,0.00293552,0.00557236,0.0386307,0.011105,-0.0164559,0.00735941,0.0398902,0.00421602,0.0284306,0.0140871,0.0202321,-0.0083982,-0.00797368,-0.0277761,0.0360573,-0.00255142,-0.00759741,0.0331171,-0.0287096,"SIB","SIB"
"SIB",0.0317782,-0.0114074,-0.0100392,0.0370686,-0.00307569,-0.00482499,0.00198809,0.0409234,0.00661499,0.0458132,0.0329645,0.0269517,0.0134402,-0.0116276,-0.0171786,0.0350207,0.00977721,0.00853624,0.0227572,-0.026209,"SIB","SIB"
"SIB",0.0341746,-0.0034127,-0.00658021,-0.00509631,-0.0119645,0.0167073,0.0207108,0.000551868,0.0174314,-0.0343004,0.0235177,0.0369925,0.00851633,0.00780502,0.0107853,0.00762128,-0.0104068,-0.0219139,-0.0243733,-0.00912086,"SIB","SIB"
"SIB",0.0336871,-0.0137606,-0.00134566,-0.0139162,0.00277401,-0.0069131,-0.00661282,0.00120257,-0.000698251,-0.0148707,-0.0231615,0.0150728,0.000964955,0.0149479,0.00326722,0.0272154,-0.0324345,-0.0130978,-0.0136235,-0.00740239,"SIB","SIB"
"SIB",0.0330877,-0.012665,0.0095259,-0.00589056,0.00396325,0.0148828,0.0133201,0.0101186,0.0171843,-0.0168816,-0.0037453,0.0363157,0.00661849,-0.0030447,0.0092182,0.014346,-0.0352297,-0.0354794,-0.0192927,-0.000753003,"SIB","SIB"
"SIB",0.0332,-0.0124009,-0.0110983,0.0192858,0.0222056,-0.0250738,-0.0117535,0.0131256,0.00971527,0.0104531,-0.0250172,-0.0125887,-0.00046485,-0.0282719,-0.0307081,-0.00233018,0.0209503,0.0151894,-0.0266237,-0.000148419,"SIB","SIB"
"SIB",0.0342822,0.00279726,-0.0332637,-0.0096462,0.0391406,0.00540111,-0.00822336,0.0106554,-0.0019728,-0.0101233,-0.0272343,-0.00575745,0.0366551,0.02005,0.00058269,-0.00872837,-0.00950654,-0.0179321,0.00911054,-0.00489408,"SIB","SIB"
"SIB",0.0322747,-0.0042921,0.00375327,-0.00809795,0.00824805,-0.0110994,-0.00376132,-0.0101485,-0.012641,-0.0245502,0.00178573,-0.00925099,0.0123883,-0.00737695,-0.0347887,0.00194437,0.0174667,-0.0317819,0.0123427,-0.0364629,"SIB","SIB"
"SIB",0.0333605,-0.00966186,-0.00328414,-0.00737832,0.0114473,-0.0268636,-0.0101376,-0.0141403,0.00199825,-0.0286635,-0.00505374,-0.0509482,0.026495,-0.0285389,-0.0211978,-4.64474e-05,0.0222594,-0.0328536,-0.00306891,-0.0242753,"SIB","SIB"
"SIB",0.0344238,-0.0161321,-0.0274775,0.0184237,-0.0134473,0.00453686,0.00353114,0.00852702,-0.0195291,-0.02026,-0.0173101,0.00777046,-0.000479626,0.00526858,0.0318054,0.00637928,-0.00962623,-0.00441766,0.00780888,-0.0141647,"SIB","SIB"
"SIB",0.0336021,-0.00855135,-0.0122154,0.001198,0.00545313,0.000539581,-0.00290794,-0.0150063,0.0196293,0.00317377,0.00421237,-0.0485878,0.0265651,-0.0362382,0.00736793,-0.0186402,0.00561048,-0.00933998,-0.0148163,0.000123628,"SIB","SIB"
"SIB",0.0220347,0.0494539,0.0592404,0.0393221,0.0070108,-0.00585461,-0.00150745,0.00855189,0.00820694,0.0242344,0.0287829,0.00558822,0.00774326,0.00783296,0.000687689,0.0189744,-0.0409935,0.036148,0.0184109,0.00282039,"SIB","SIB"
"SIB",0.0344383,-0.00978418,-0.0201266,-0.00112182,0.0263319,-0.00921677,0.00919306,0.00280224,-0.0150664,-0.0300657,-0.00790954,-0.0165017,0.020443,0.011698,-0.0123537,0.0434768,0.00206851,-0.0331559,0.0230935,-0.0424612,"SIB","SIB"
"SIB",0.0343862,-0.00544056,-0.0163456,-0.0164138,0.0129612,0.0229663,0.015168,0.0330505,0.000267307,0.0224487,0.00735402,-0.00286059,0.0203923,0.00491142,0.0381546,0.0117706,-0.0224557,0.0343106,0.0101881,0.00800435,"SIB","SIB"
"SIB",0.0215318,0.0646598,0.0857969,-0.0143993,0.0302981,0.00564152,-0.000243,0.0105271,-0.0102363,0.00798088,0.0242673,-0.0167674,-0.0134686,-0.0217099,-0.00167307,-0.0154328,-0.021715,-0.0232961,0.0103257,0.0105492,"SIB","SIB"
"SIB",0.0345387,-0.00597894,-0.000152062,0.0129418,0.0600551,0.0425736,0.0489607,-0.159472,0.0896886,0.034697,-0.0551224,0.00862664,-0.0566878,-0.00130839,0.0342231,-0.0331802,0.0360264,0.00333489,-0.00577544,0.0278864,"SIB","SIB"
"SIB",0.0329573,-0.0054574,0.0027815,0.0307298,0.0922622,0.0530084,0.0665851,-0.212185,0.0381091,-0.0280893,-0.0374258,0.00290938,0.0235552,0.00287995,0.006977,0.0327481,-0.000760471,0.00392395,0.0520142,0.0214996,"SIB","SIB"
"SIB",0.0324387,0.00990372,0.000897971,0.0397193,0.0816101,0.0811663,0.0594234,-0.24574,0.041194,-0.0492885,-0.0236404,-0.0241531,0.0126968,0.0094118,0.0101775,0.000891122,-0.00937947,-0.0326029,0.0239187,0.0269594,"SIB","SIB"
"SIB",0.0338125,-0.00620159,-0.00389802,0.0497198,0.0986949,0.056619,0.066771,-0.274144,0.0992491,-0.002216,-0.0720375,0.0180266,-0.031015,-0.00415731,0.0199553,-0.00389103,0.00467032,-0.0181201,0.0104949,0.0407489,"SIB","SIB"
"SIB",0.0322718,-0.0039777,-0.0109772,0.00868852,-0.0122904,0.0319404,-0.000761223,-0.0131053,-0.0218085,0.0226326,0.0219641,0.0257595,-0.00303178,0.00960069,-0.00228917,0.00966819,0.0285859,-0.0211846,-0.0164599,-0.00768907,"SIB","SIB"
"SIB",0.0333099,-0.00951808,-0.0135443,-0.0374369,-0.00965751,-0.00617612,-0.0129462,-0.0214013,0.0154011,-0.0144722,0.00298669,0.0189856,-0.0167773,-0.0149806,-0.00865512,-0.00893077,0.020951,-0.00410195,0.00380012,-0.0191359,"SIB","SIB"
"SIB",0.0330446,-0.0161094,-0.0267504,-0.011287,-0.00375502,0.0306426,-0.00651803,-0.0216668,-0.0199866,0.0101135,0.0185804,0.0264883,-0.0112915,0.0158171,-0.00307809,0.000413369,0.0235727,-0.000312394,-0.0092724,-0.0148211,"SIB","SIB"
"SIB",0.0318467,-0.00349935,7.39891e-05,0.00232042,0.0167697,0.0197591,0.00799549,0.00849203,-0.0366605,-0.0128285,0.0250487,0.0147971,-0.00567695,-0.0185082,0.0297906,-0.00348128,-0.01625,0.0117362,0.0179929,-0.0121953,"SIB","SIB"
"SIB",0.0302311,0.016454,0.0175769,-0.0031954,0.0106982,-0.00168016,0.0183134,-0.00282284,6.61027e-05,-0.0128066,0.0114562,0.00201199,-0.0171633,0.00518642,-0.00406501,0.00367897,-0.0165574,0.0144029,-0.00647721,-0.00149323,"SIB","SIB"
"SIB",0.0295649,0.0188834,0.0240983,-0.0114737,0.00321998,0.00231851,0.00129441,0.000206081,-0.0196159,-0.0125299,0.0166759,0.0192757,-0.0227951,-0.00900109,0.0390738,0.00960356,-0.0253581,0.0195186,-8.26937e-05,-0.0125463,"SIB","SIB"
"SIB",0.0309905,0.00819834,0.00392526,-0.00202829,0.0228488,0.0207017,0.0137485,0.0105674,-0.0163679,-0.0147479,-0.00113888,0.032659,-0.020855,0.00164973,0.0134911,0.0232137,0.0148135,0.0147142,0.0335045,-0.0199335,"SIB","SIB"
"SIB",0.0319212,0.000436879,-0.00366762,0.00835489,-0.0217251,0.0270488,0.000716711,-0.0116496,-0.0144467,-0.00960134,0.0343386,-0.0188267,0.0315321,-0.0359161,-0.0268325,-0.0054646,0.0382843,-0.0312716,-0.000214568,-0.021227,"SIB","SIB"
"SIB",0.0326842,-0.0010774,-0.0112818,0.0117427,-0.011073,0.0347634,-0.010214,-0.0118768,-0.000206695,0.0191129,0.0308665,-0.00672654,0.0294998,-0.0239521,-0.0326126,0.00019461,0.0345555,-0.0441516,0.00536778,-0.00821324,"SIB","SIB"
"SIB",0.0329756,-0.0108708,-0.0105508,0.0146713,0.0284071,0.030748,0.030704,0.0673699,-0.00882759,0.0686736,-0.0438436,0.075935,-0.0266669,-0.00762912,0.0574512,-0.0274499,-0.0982715,-0.0313204,-0.0407799,0.047953,"SIB","SIB"
"SIB",0.034283,-0.0198017,-0.0241525,0.0139321,0.0637971,0.022863,-0.00816304,0.0662488,-0.0180909,0.0724868,-0.112163,0.0439483,0.00348553,-0.00844161,0.102454,-0.0131154,-0.10908,-0.121156,0.0179547,0.0289182,"SIB","SIB"
"SIB",0.0330152,0.00281516,0.00228066,0.00639729,0.0174547,-0.00834318,0.00538635,0.0299668,-0.0241646,-3.43387e-06,-0.00229291,0.00275727,-0.0146698,0.00325592,-0.0102929,0.0122075,0.00567673,0.0211079,-0.0095445,0.0308704,"SIB","SIB"
"SIB",0.0315924,-0.00447641,0.00329508,0.000271078,-0.0259456,-0.000444789,0.0133397,0.0197968,-0.0241639,0.0091962,0.0381996,0.0226492,0.00520829,-0.0116389,-0.00979574,-0.0154702,0.00959392,0.0075336,-0.00583667,-0.0262102,"SIB","SIB"
"SIB",0.0316236,-0.0152345,-0.00152246,0.0277654,0.0172797,-0.029827,-0.0047916,-0.00281296,-0.010939,-0.0150842,0.0451744,0.00263837,-0.0359633,0.019655,-0.0047288,0.00276507,-0.0265936,0.0177712,-0.00509136,-0.0180526,"SIB","SIB"
"SIB",0.0304381,-0.00843165,0.00557751,0.0159247,-0.00943871,-0.0077266,0.0135611,0.00423369,-0.0190841,0.0125917,0.0522858,0.00668993,-0.00472327,0.0103536,-0.00848375,-0.0107178,-0.00645382,0.0199853,0.0101248,-0.0304396,"SIB","SIB"
"SIB",0.0342629,-0.00721012,-0.017316,0.00249432,0.0307216,-0.0208576,-0.0192954,0.0284926,0.00921251,-0.00267818,-0.0358036,-0.0236648,-0.0345748,0.0232161,-0.0013059,-0.0261624,-0.0232554,0.0185952,0.00347135,0.0259905,"SIB","SIB"
"SIB",0.031566,0.00737063,-0.0116959,0.0249648,0.00470385,0.0143233,0.0129087,0.0431309,-0.00940927,-0.0404694,0.0165145,0.0349412,0.0208519,0.00561949,-0.0100727,-0.00489194,-0.0235731,0.0179261,-0.0393627,1.34661e-05,"SIB","SIB"
"SIB",0.0322825,0.00304669,-0.00973187,0.0134197,-0.00288926,0.00928096,0.0133114,0.0325643,-0.0161318,-0.0389395,0.0203384,0.0416817,0.0403619,-0.00267816,-0.0195887,-0.006685,-0.0140223,0.0424064,-0.0196363,-0.0116579,"SIB","SIB"
"SIB",0.0338618,-0.0173587,-0.00817606,-0.0016641,0.000509563,-0.00194819,-0.0083202,0.00375566,-0.0132757,-0.0352373,-0.00918114,0.0368549,0.0289525,-0.0239694,-0.0171144,-0.00360406,-0.00142903,0.0491605,-0.00331837,-0.0177425,"SIB","SIB"
"SIB",0.0332331,-0.0115424,-0.010996,-0.0231578,0.00349596,-0.0155553,0.0290232,0.00301072,-0.0128273,0.0415489,0.00570915,-0.00469906,-0.0145683,-0.0128049,-0.0250631,-0.0433826,-0.00203549,0.036409,-0.00439909,0.0134629,"SIB","SIB"
"SIB",0.0340038,-0.0116794,-0.0119458,-0.0124716,0.0180136,-0.0342164,0.000974018,0.0152631,0.0145404,0.0314503,-0.0262084,-0.0219968,-0.0273078,0.0185839,-0.0204579,-0.0473215,-0.0279691,0.0440508,0.0115826,0.0176857,"SIB","SIB"
"SIB",0.0328296,-0.000809387,-0.0159286,-0.00304021,0.0277207,-0.0103985,0.0139563,0.00567212,-0.0130873,0.0348378,-0.0169832,-0.0220993,-0.026893,0.0133859,-0.0268114,-0.0508937,-0.0219162,0.0191984,0.010536,0.0202632,"SIB","SIB"
"SIB",0.0319374,0.0141629,0.00432988,-0.00751415,-0.0361078,0.0352079,0.0124648,-0.0401827,0.0139706,-0.0363383,0.0364784,0.0193376,0.0229906,0.0754449,-0.0136342,0.00304237,-0.0124504,-0.0248387,-0.0200606,0.0235161,"SIB","SIB"
"SIB",0.0335189,-0.0116418,-0.0113956,-0.0284748,0.00952778,-0.0303046,0.00090029,-0.00928132,0.0140054,-0.012114,-0.00852575,-0.00189153,0.00957411,0.0196435,-0.0406835,0.0108587,0.0134231,0.0105921,0.0131389,0.00892271,"SIB","SIB"
"SIB",0.0336644,-0.00159959,-0.0106884,-0.0211388,-0.00240815,-0.00210846,0.012674,-0.0465516,0.0140736,-0.0378006,0.0194487,0.017309,0.0176212,0.0621516,-0.0462383,0.025104,-0.00755621,-0.0101361,-0.00248791,0.0251051,"SIB","SIB"
"SIB",0.0332049,-0.000358999,-0.00150445,-0.00476725,-0.0113297,-0.0288655,-0.0110574,-0.0129387,0.00900535,-0.0358536,-0.00311598,0.0221017,0.0413554,0.0682416,-0.0563699,0.022969,-0.0079998,-0.036348,-0.0276801,0.0347699,"SIB","SIB"
"SIB",0.032577,-0.000202721,2.40465e-05,-0.00623632,-0.0157622,-0.00626498,0.00613722,-0.0291278,0.00989804,-0.0381413,0.0214403,0.0358905,0.0183417,0.0907491,-0.0632415,0.0501031,-0.0105979,-0.0249157,-0.0208755,0.0488155,"SIB","SIB"
"SIB",0.0336921,-0.010117,-0.000829186,-0.00681837,0.0371775,-0.006846,-0.00624764,-0.0166123,0.0138994,0.022373,-0.0237676,0.0465297,-0.0177633,-0.0319009,0.00374616,-0.00349769,-0.0241948,0.0429405,-0.0210137,-0.0064364,"SIB","SIB"
"SIB",0.0329882,-0.0156049,-0.00837512,0.012623,-0.0243896,0.0177733,0.0193389,-0.0186772,0.00603396,0.00901535,-0.00171116,-0.0151657,-0.0136312,0.0110997,-0.00516688,-0.0117459,-0.0459893,0.0403128,0.0112652,-0.00534166,"SIB","SIB"
"SIB",0.0358743,-0.0174277,-0.0191968,-0.0095041,0.00641373,0.020978,0.0211263,-0.0311106,-0.00321182,0.00633117,-0.00545424,0.0303656,-0.021465,-0.0118062,0.00436457,-0.0196618,-0.0466435,0.0507928,-0.0137284,-0.00739107,"SIB","SIB"
"SIB",0.0329167,-0.0109613,0.00495071,-0.00960773,-0.00115978,0.0142819,-0.00106044,-0.0328384,0.00768442,0.0110007,-0.0338358,0.0219937,-0.0282804,-0.019425,-0.0120253,0.00067287,-0.03914,0.0409593,-0.0239544,-0.0083762,"SIB","SIB"
"SIB",0.0323741,-0.00588764,0.00114727,0.0149943,-0.0368732,0.109802,0.036815,0.0737412,0.104854,-0.0414878,-0.0427709,0.00149895,-0.019235,0.00829174,-0.00158382,0.0199735,0.0169847,0.0303824,-0.0304343,0.0179996,"SIB","SIB"
"SIB",0.0320178,-0.0204339,0.00390138,0.0231797,-0.00992265,0.0759908,0.00918538,0.0747754,0.0640577,-0.045407,-0.0731744,-0.0289346,0.00216257,0.0149248,-0.0398167,-0.0434893,0.033448,-0.0276124,0.034966,0.00741736,"SIB","SIB"
"SIB",0.0312246,-0.0123795,0.0218006,0.0188864,-0.0321231,0.147032,0.0408421,0.102324,0.110615,-0.0312261,-0.0682356,-0.0529527,-0.00119681,0.0221064,-0.0334702,-0.0563054,0.0388055,-0.0190425,0.0478597,0.00615059,"SIB","SIB"
"SIB",0.0321955,-0.00318273,0.0150877,0.0215304,-0.0404215,0.149248,0.0375632,0.0978164,0.160784,-0.0280929,-0.072015,-0.0119207,-0.0114301,-0.0133406,0.00897678,0.0592524,0.0428207,0.0136943,-0.0401464,0.0205245,"SIB","SIB"
"SIB",0.0314728,-0.0105926,0.0233877,0.0204874,-0.042176,0.179121,0.0555029,0.126566,0.162949,-0.0630793,-0.0974576,-0.0321999,-0.0111267,0.00686518,-0.0262343,-0.0278123,0.0376875,-0.00751563,-0.00551327,0.0222562,"SIB","SIB"
"SIB",0.0312664,-0.00264448,0.0240973,0.0236542,-0.0495987,0.166311,0.0460762,0.122114,0.1894,-0.00491273,-0.0768006,-0.0368158,-0.0148058,0.0210595,-0.00835488,0.00103769,0.0545327,0.0217466,0.0139422,0.00795094,"SIB","SIB"
"SIB",0.0329839,0.000366817,0.000642789,-0.00138857,0.00116701,0.00638998,-0.00549077,0.0180992,0.00981914,-0.0220625,0.0222136,-0.00355444,0.00446322,0.032252,-0.00515647,0.0265812,-0.00756992,0.0344768,0.0190994,0.00108859,"SIB","SIB"
"SIB",0.0284963,-0.00520285,0.0168685,0.0289142,0.00354699,-0.00808297,-0.0142167,0.00101565,-0.00672601,0.0311434,-0.0193482,-0.000771348,0.0311039,0.00418344,0.0210377,-0.0147941,0.0159307,0.0175216,0.0122216,0.0094559,"SIB","SIB"
"SIB",0.0301724,0.00367352,0.00711815,0.0309718,0.0147074,0.0157741,-0.0124235,0.0172663,-0.01459,0.0123908,0.0155284,0.00626562,0.00998892,0.0254618,0.0336591,0.0134779,0.0156087,0.026727,0.0267841,0.000491694,"SIB","SIB"
"SIB",0.0337442,0.00698098,-0.00162299,-0.0157313,-0.0424883,0.00115737,-0.00859713,-0.0182048,-0.0235652,-0.0241497,0.00931819,-0.0355306,-0.0201492,-0.0516401,0.0357876,-0.011248,0.0322107,-0.0278776,-0.0470272,-0.0123809,"SIB","SIB"
"SIB",0.030258,0.00496677,0.018612,0.0126582,-0.0397992,-0.0104565,-0.0123112,-0.0312758,0.0215026,0.0136833,0.0715253,-0.026932,-0.0123746,-0.0179961,0.0449372,-0.0409694,0.0147049,-0.0514326,-0.0445968,-0.059529,"SIB","SIB"
"SIB",0.0319617,0.0032999,0.00727935,-0.00816196,-0.0584664,0.0164125,0.00422133,-0.0357837,-0.00723648,0.00200022,0.064278,-0.0288197,-0.0101522,-0.0512293,0.0437898,-0.0295748,0.0231046,-0.0490565,-0.0505768,-0.0314991,"SIB","SIB"
"SIB",0.0315218,0.00484782,0.00977686,-0.0128605,-0.0454801,0.00232718,-0.0153428,-0.0243341,-0.017232,-0.00775795,0.0290241,-0.0401271,-0.0166348,-0.0561812,0.0506607,-0.0405271,0.0442937,-0.0476387,-0.0601324,-0.0370263,"SIB","SIB"
"SIB",0.0298843,-0.00510963,0.021549,0.0163077,-0.0381859,0.0143837,0.00195454,-0.0283498,0.00707225,0.0225106,0.0597899,-0.0134846,-0.0127246,0.00487276,0.0472206,-0.0395309,0.0250132,-0.0435983,-0.0242965,-0.0356061,"SIB","SIB"
"SIB",0.0315389,-0.013536,4.41954e-05,0.00718432,-0.0176141,-0.00834709,-0.00766348,-0.00764809,0.0197517,0.00374327,0.0278736,-0.0138944,-0.0150007,-0.0144248,0.0244153,-0.00474977,0.00770399,-0.0225697,-0.0317396,-0.048215,"SIB","SIB"
"SIB",0.0336802,-0.0114617,-0.0160554,0.0147709,-0.00734919,-0.0448234,0.0082108,0.0200453,-0.00197881,-0.0205782,-0.0237577,-0.0230289,0.0300493,-0.0123449,0.0142738,0.00735389,0.0125211,0.00916815,0.0198401,-0.00215331,"SIB","SIB"
"SIB",0.0332348,-0.0245569,0.0017242,-0.0146845,0.0253082,-0.00417332,-0.0164296,-0.00570569,-0.0299631,-0.072604,-0.0614918,0.0499006,0.0135306,-0.0889581,0.0166249,0.0230583,0.0237849,-0.0135399,-0.0153183,0.0075159,"SIB","SIB"
"SIB",0.0339587,-0.0255674,-0.0123486,-0.000309218,0.0149174,-0.0330592,-0.0364368,-0.00201726,-0.027892,-0.0740113,-0.0590647,0.0521736,0.00979913,-0.0947936,0.0099905,0.0449058,-0.00183316,0.00405001,-0.0396509,0.00602587,"SIB","SIB"
"SIB",0.0341314,-0.0229766,-0.0102063,-0.0221972,0.0252914,0.00067817,-0.0278245,-0.0127582,-0.0261943,-0.063161,-0.0582252,0.0508783,0.028435,-0.0607347,0.0268749,0.0233267,0.0204297,-0.0228692,-0.0229517,0.00857197,"SIB","SIB"
"SIB",0.0344409,-0.0222349,-0.0127466,-0.000868459,0.0354388,-0.00904621,-0.0243118,-0.00307869,-0.0160952,-0.0585078,-0.0530697,0.0509973,0.0107224,-0.0981306,0.020784,0.0362283,0.0116417,-0.00797848,-0.0316225,0.0090309,"SIB","SIB"
"SIB",0.0337183,-0.0142693,-0.00709927,-0.011992,0.0106027,0.0171059,0.0101145,0.00242547,-0.0296104,-0.0617472,-0.0454503,0.0308346,0.0193233,-0.0621266,0.00991112,0.0289258,0.00934162,-0.0102848,-0.000227272,0.0112927,"SIB","SIB"
"SIB",0.0345081,-0.0153368,-0.0205331,0.0216218,0.00621277,-0.0182747,0.0083958,0.0287825,-0.0185403,-0.0556944,-0.0424007,0.00181465,0.0321793,-0.0350928,-0.00367978,0.00799455,0.011241,0.00878088,0.0174838,-0.0020603,"SIB","SIB"
"SIB",0.034486,-0.00796197,-0.00753161,-0.0167631,-0.00897184,-0.00788542,-0.00872974,0.00668614,-0.00689699,0.00696559,-0.036966,-0.00296787,0.0153463,0.00328985,0.0325806,-0.00346513,-0.0354697,-0.00494108,0.0118428,-0.0173257,"SIB","SIB"
"SIB",0.0338136,-0.00124367,-0.00954382,-0.0102417,-0.0293699,0.0301653,0.0165798,-0.00404859,-0.0387467,0.0100239,-0.00301626,-0.0275961,-0.0153772,-0.0113129,0.00426173,-0.0297099,-0.0255718,-0.0172853,-0.00332134,-0.0149675,"SIB","SIB"
"SIB",0.0335236,-0.00175008,-0.00864836,-0.00581177,-0.0217583,0.0113336,-0.000381118,-0.0151944,-0.0253784,0.0252975,-0.0335813,-0.0230603,0.0103952,-0.00152005,0.0280814,-0.0117633,-0.0324484,-0.0173746,0.00633782,-0.0266044,"SIB","SIB"
"SIB",0.0324223,-0.0209516,-0.00168785,9.41906e-06,-0.00470746,-0.000351159,-0.004867,0.00301442,-0.0184074,0.00673857,-0.00943306,-0.0096077,-0.0241453,-0.0110949,-0.0375924,-0.00778267,-0.0114285,0.00281402,0.0103716,0.0113167,"SIB","SIB"
"SIB",0.0310785,-0.00715599,0.011331,-0.0128516,-0.0302695,-0.00211114,0.0222435,-0.0195363,-0.023788,0.0699216,0.0136789,-0.0400465,0.00938535,0.0672813,-0.00674214,-0.00827256,0.00712766,-0.00635341,0.0403845,0.00401063,"SIB","SIB"
"SIB",0.0330849,-0.00416712,-0.00859331,-0.00227376,0.00277811,-0.0040627,0.0198361,-0.0253488,-0.0136156,0.083128,0.0159583,-0.0098113,0.019916,0.0615805,-0.0232942,-0.0283324,0.00650096,0.0372123,0.0113451,-0.000437565,"SIB","SIB"
"SIB",0.0334363,-0.00719918,0.000851625,-0.014909,0.0115248,0.00230873,0.032136,-0.0177224,-0.0175133,0.0831886,0.0211565,-0.0188005,0.0128816,0.0795048,-0.027537,-0.0239959,0.00823769,0.0249539,0.0360265,0.00516026,"SIB","SIB"
"SIB",0.0292488,0.0153773,0.0199684,0.00394412,-0.0148046,-0.0213519,0.00897735,0.00521989,-0.0083992,-0.000653933,-0.0129179,-0.0441103,0.00496631,0.0160649,-0.0202284,-0.00347971,-0.00264202,0.0243597,-0.0194172,0.0307811,"SIB","SIB"
"SIB",0.032906,-0.0175609,-0.00119111,-0.00801769,-0.0111392,-0.0218182,0.036302,-0.030442,-0.0245847,0.111738,0.00366272,-0.046661,0.0208623,0.0876092,-0.0210924,-0.009699,0.00188822,0.0403546,0.0403376,-0.00177223,"SIB","SIB"
"SIB",0.0316502,-0.00276762,0.00465742,0.0123104,-0.00454123,-0.0186652,0.029486,-0.0133628,-0.0128047,0.0581963,0.00278775,-0.045863,0.00424407,0.069659,-0.030378,-0.0077756,-0.0081105,0.066544,0.00807464,0.0109169,"SIB","SIB"
"SIB",0.0341663,-0.0103939,-0.010438,-0.0381726,-0.00368375,-0.00627114,-0.0182094,0.0145254,-0.0442214,0.0153455,-0.0153915,-0.00399113,-0.00334352,0.0218918,0.0257616,0.00658789,0.00988354,0.000852571,0.0410513,-0.0426227,"SIB","SIB"
"SIB",0.0332809,-0.0155375,-0.0097716,-0.020127,0.0258553,0.0121746,0.00228332,-0.0109993,-0.0132955,0.0187401,-0.00380447,0.0308467,0.023768,-0.0166981,-0.00100707,0.00712957,0.0107725,0.0187407,0.0241457,-0.0211988,"SIB","SIB"
"SIB",0.0339354,-0.0167403,-0.00783358,-0.0483165,0.0126081,0.00953746,0.00679474,0.0115264,-0.0364938,0.0134755,-0.0107121,0.0295367,0.00186646,0.00309269,0.00739612,0.0135668,0.0161055,0.00235653,0.0568511,-0.0509084,"SIB","SIB"
"SIB",0.0342506,-0.0139691,-0.0109423,-0.0398512,0.00782303,0.0179985,0.00308747,-0.00388161,-0.034779,0.00503971,-0.0135116,0.00755408,0.0175374,-0.00145449,0.00301488,-0.00433987,0.0149067,0.0145679,0.0471008,-0.0406542,"SIB","SIB"
"SIB",0.0273781,0.0158028,0.036918,0.0188109,-0.0324366,-0.0175525,-0.0243589,-0.0136255,0.0430169,0.0332188,-0.0104562,0.00615408,-0.0113768,-0.00296413,0.00865157,-0.0326736,0.0273372,-0.0366441,-0.0399862,0.0250481,"SIB","SIB"
"SIB",0.0321738,-0.00104303,-0.00252863,0.00912342,-0.00301946,-0.00958988,-0.00280458,-0.00345368,-0.0108642,0.0330646,-0.0161072,-0.00745006,-0.0042213,-0.00930515,-0.0227873,-0.0302327,-0.0123589,0.00811709,-0.0357027,0.00831123,"SIB","SIB"
"SIB",0.0295399,0.0110011,0.0172419,0.0273379,-0.0315427,-0.00671986,-0.0104205,0.001265,0.0282253,0.0176243,0.00218604,0.0266037,0.0117588,-5.47597e-05,-0.00205205,-0.0449858,0.00690842,-0.0339549,-0.0604238,0.0249832,"SIB","SIB"
"SIB",0.0315165,-0.00585878,0.0130098,0.00679322,-0.0145237,0.00214333,0.00622197,0.0233239,0.000591566,0.0170513,0.0342689,-0.0185677,-0.0236106,0.052852,-0.00595842,0.0234138,0.020922,-0.0165772,0.0191793,0.0183984,"SIB","SIB"
"SIB",0.0313105,0.000828593,0.0086345,-0.0110542,-0.0484562,0.00812103,-0.00395304,0.00450326,-0.00946413,-0.00980244,0.0249046,-0.0129529,0.0303739,0.0279388,-0.0132994,0.0343806,-0.00114667,-0.0139207,0.00130443,0.0110541,"SIB","SIB"
"SIB",0.0325125,-0.0205134,0.00449318,-0.0149888,-0.0211952,-0.0185539,0.0073363,0.0224524,0.00888082,-0.0209096,0.0132395,-0.0105835,0.00287369,0.0503074,-0.0366371,0.0404203,0.0194015,-0.0374597,0.0131323,0.0185089,"SIB","SIB"
"SIB",0.0314176,-0.00455835,0.0102785,0.000348796,-0.0408302,0.00372701,0.00354432,0.0275048,-0.0130345,-0.00683774,0.0333784,-0.00103465,0.0094755,0.0789067,0.000186682,0.0275866,0.00966734,-0.0102147,0.0231451,0.0222937,"SIB","SIB"
"SIB",0.0334455,-0.0158999,-0.0164111,0.0174324,-0.00883933,-0.0371459,-0.000130674,0.00311972,-0.00145871,-0.0437103,-0.00492127,0.00472157,-0.00932392,0.011701,-0.000350286,0.0258416,-0.0354103,0.0625491,0.030138,-0.0402269,"SIB","SIB"
"SIB",0.0337823,0.00549401,-0.00658162,-0.0207968,-0.00442293,0.0241541,0.0314548,0.0255379,0.00285447,-0.0215241,0.0204962,0.035096,-0.0143421,0.0161775,-0.00286709,-0.0140777,-0.00299683,0.0439699,0.0113651,-0.0048918,"SIB","SIB"
